filename,accession_number,detected_form,folder_form,csv_form,filing_date,cik,url,mismatch_flag,notes
0001334036-22-000177_0001334036-22-000177.txt.html,0001334036-22-000177,4,4,4,0177-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403622000177/0001334036-22-000177-index.html,False,
0001209191-18-018543_doc4.xml.html,0001209191-18-018543,4,4,4,0012-09-19,0001209191,https://www.sec.gov/Archives/edgar/data/0001334036/000120919118018543/0001209191-18-018543-index.html,False,
0001334036-22-000130_wf-form4_165965429919194.html.html,0001334036-22-000130,4,4,4,4299-19-19,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403622000130/0001334036-22-000130-index.html,False,
0001334036-22-000040_0001334036-22-000040.txt.html,0001334036-22-000040,4,4,4,0040-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403622000040/0001334036-22-000040-index.html,False,
0001181431-13-035375_rrd383647.html.html,0001181431-13-035375,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143113035375/0001181431-13-035375-index.html,False,
0001209191-18-016043_doc4.html.html,0001209191-18-016043,4,4,4,0012-09-19,0001209191,https://www.sec.gov/Archives/edgar/data/0001334036/000120919118016043/0001209191-18-016043-index.html,False,
0001181431-12-037306_rrd349149.xml.html,0001181431-12-037306,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143112037306/0001181431-12-037306-index.html,False,
0001334036-25-000074_wk-form4_1749773297.html.html,0001334036-25-000074,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403625000074/0001334036-25-000074-index.html,False,
0001334036-23-000127_wk-form4_1690929512.xml.html,0001334036-23-000127,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000127/0001334036-23-000127-index.html,False,
0001334036-21-000201_wf-form4_163736684866737.xml.html,0001334036-21-000201,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403621000201/0001334036-21-000201-index.html,False,
0001181431-14-004309_rrd400755.html.html,0001181431-14-004309,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143114004309/0001181431-14-004309-index.html,False,
0001334036-22-000133_wf-form4_165973743396453.html.html,0001334036-22-000133,4,4,4,,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403622000133/0001334036-22-000133-index.html,False,
0000899243-19-026565_0000899243-19-026565.txt.html,0000899243-19-026565,4,4,4,9243-19-02,0000899243,https://www.sec.gov/Archives/edgar/data/0001334036/000089924319026565/0000899243-19-026565-index.html,False,
0001181431-11-039420_rrd284195_320920.htm.html,0001181431-11-039420,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143111039420/0001181431-11-039420-index.html,False,
0001334036-23-000092_0001334036-23-000092.txt.html,0001334036-23-000092,4,4,4,0092-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403623000092/0001334036-23-000092-index.html,False,
0001334036-21-000147_0001334036-21-000147.txt.html,0001334036-21-000147,4,4,4,0147-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403621000147/0001334036-21-000147-index.html,False,
0001334036-20-000060_wf-form4_159200018761794.html.html,0001334036-20-000060,4,4,4,1592-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403620000060/0001334036-20-000060-index.html,False,
0001334036-21-000108_0001334036-21-000108.txt.html,0001334036-21-000108,4,4,4,0001-08-00,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403621000108/0001334036-21-000108-index.html,False,
0001334036-21-000113_0001334036-21-000113.txt.html,0001334036-21-000113,4,4,4,0001-13-00,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403621000113/0001334036-21-000113-index.html,False,
0001334036-21-000074_0001334036-21-000074.txt.html,0001334036-21-000074,4,4,4,0074-00-01,0001334036,https://www.sec.gov/Archives/edgar/data/0001334036/000133403621000074/0001334036-21-000074-index.html,False,
0001181431-12-035323_rrd348152.xml.html,0001181431-12-035323,4,4,4,0001-18-14,0001181431,https://www.sec.gov/Archives/edgar/data/0001334036/000118143112035323/0001181431-12-035323-index.html,False,
